CustomerID,Age,Gender,MaritalStatus,Occupation,IncomeLevel,CreditLimit,CreditScore,CardType,YearsWithBank,NumberOfCreditCards,AverageMonthlySpending,LatePayments,CreditCardUsage,MobileBankingUsage,CustomerSatisfactionRating
CUST0269,46,Male,Married,Private Sector Employee,48080,7082,517,Silver,18,2,6302,7,0.89,Yes,1
CUST0270,23,Male,Divorced,Student,3033,3500,336,Silver,2,1,1820,8,0.52,No,3
CUST0271,47,Male,Married,Executive,246611,63620,345,Silver,8,1,40716,9,0.64,No,1
CUST0272,38,Male,Widowed,Government Employee,54609,15830,343,Silver,17,5,8073,3,0.51,No,5
CUST0273,51,Male,Single,Government Employee,63378,14436,567,Silver,2,4,8950,6,0.62,Yes,5
CUST0274,54,Male,Single,Government Employee,44730,13094,830,Gold,12,5,2095,1,0.16,Yes,1
CUST0275,48,Male,Divorced,Government Employee,76143,15361,648,Gold,18,3,10291,2,0.67,No,2
CUST0276,40,Male,Married,Executive,191793,62656,681,Platinum,20,5,37593,3,0.6,Yes,5
CUST0277,59,Male,Widowed,Executive,164670,30518,779,Diamond,13,4,12817,1,0.42,Yes,1
CUST0278,41,Male,Single,Executive,110295,54559,626,Gold,20,1,37100,1,0.68,Yes,3
CUST0279,25,Female,Single,Private Sector Employee,73830,10094,368,Silver,4,1,7368,6,0.73,Yes,3
CUST0280,55,Female,Single,Executive,191647,27546,537,Silver,3,3,20659,9,0.75,Yes,3
CUST0281,44,Male,Divorced,Business Owner,175417,15511,485,Silver,17,2,11788,7,0.76,Yes,2
CUST0282,60,Female,Married,Business Owner,55158,46360,835,Diamond,9,4,11126,0,0.24,No,4
CUST0283,52,Male,Divorced,Private Sector Employee,94430,6362,486,Silver,5,3,4071,7,0.64,Yes,4
CUST0284,32,Female,Widowed,Business Owner,139579,17093,328,Silver,16,1,11452,6,0.67,Yes,5
CUST0285,51,Male,Single,Government Employee,53526,9259,532,Silver,15,1,6573,3,0.71,No,1
CUST0286,28,Female,Widowed,Government Employee,59842,17553,599,Silver,3,3,15622,5,0.89,Yes,4
CUST0287,19,Male,Widowed,Student,2953,4431,562,Silver,5,1,3278,10,0.74,Yes,5
CUST0288,59,Female,Single,Executive,232355,65400,666,Platinum,18,2,19620,1,0.3,Yes,1
CUST0289,32,Male,Single,Government Employee,32773,16791,690,Gold,15,5,6548,1,0.39,Yes,5
CUST0290,51,Female,Single,Private Sector Employee,63982,10900,480,Silver,18,1,6322,8,0.58,No,5
CUST0291,58,Male,Married,Executive,183645,42661,692,Platinum,11,4,21330,2,0.5,No,1
CUST0292,43,Female,Divorced,Executive,202522,22936,677,Platinum,13,3,8715,2,0.38,No,1
CUST0293,25,Male,Single,Student,37,2441,542,Silver,5,1,1684,9,0.69,Yes,5
CUST0294,35,Female,Single,Government Employee,27712,14339,730,Gold,9,5,4445,0,0.31,No,4
CUST0295,62,Female,Single,Business Owner,72355,19944,746,Gold,19,2,3589,0,0.18,Yes,2
CUST0296,24,Male,Widowed,Private Sector Employee,57758,10591,467,Silver,5,2,6036,5,0.57,Yes,5
CUST0297,39,Male,Married,Government Employee,48897,15758,406,Silver,8,2,10400,10,0.66,Yes,3
CUST0298,60,Male,Divorced,Government Employee,66338,7532,766,Gold,1,5,2560,1,0.34,Yes,4
CUST0299,34,Female,Divorced,Business Owner,92036,15620,544,Silver,20,3,10153,8,0.65,Yes,3
CUST0300,18,Male,Married,Student,2507,1521,557,Silver,2,2,1232,8,0.81,Yes,4
CUST0301,51,Male,Divorced,Business Owner,163907,33004,515,Silver,19,4,22112,9,0.67,Yes,2
CUST0302,25,Female,Married,Private Sector Employee,91742,19637,575,Silver,2,1,11978,7,0.61,Yes,5
CUST0303,25,Female,Widowed,Student,1756,2915,535,Silver,5,2,2186,6,0.75,Yes,1
CUST0304,42,Male,Single,Government Employee,40537,9168,397,Silver,6,4,7792,8,0.85,Yes,5
CUST0305,47,Female,Widowed,Private Sector Employee,77679,16760,746,Gold,6,4,6368,0,0.38,No,2
CUST0306,65,Female,Single,Executive,124038,30123,576,Silver,16,2,17772,3,0.59,Yes,4
CUST0307,36,Male,Divorced,Private Sector Employee,66470,10403,599,Silver,20,2,6137,8,0.59,Yes,1
CUST0308,23,Male,Widowed,Student,2423,2693,795,Gold,2,2,673,0,0.25,Yes,4
CUST0309,32,Female,Single,Business Owner,114563,30215,796,Diamond,18,4,4230,0,0.14,Yes,2
CUST0310,44,Female,Married,Executive,176250,59704,702,Platinum,5,3,22687,0,0.38,Yes,4
CUST0311,37,Male,Married,Private Sector Employee,92775,8250,584,Silver,3,3,6930,4,0.84,No,4
CUST0312,22,Female,Single,Student,3909,3095,631,Gold,2,2,1609,3,0.52,Yes,3
CUST0313,38,Male,Single,Executive,242396,27080,309,Silver,2,2,20580,10,0.76,No,4
CUST0314,60,Female,Widowed,Executive,103834,32038,680,Platinum,4,2,13455,1,0.42,Yes,4
CUST0315,36,Female,Married,Government Employee,26341,17925,642,Gold,1,2,7528,1,0.42,Yes,1
CUST0316,41,Male,Widowed,Business Owner,178105,29089,415,Silver,2,1,19780,4,0.68,Yes,5
CUST0317,34,Female,Divorced,Private Sector Employee,71613,12305,583,Silver,15,5,11074,7,0.9,No,4
CUST0318,24,Female,Widowed,Student,4256,1733,843,Gold,1,2,329,0,0.19,Yes,2
CUST0319,19,Male,Single,Student,4425,1138,358,Silver,1,2,1012,3,0.89,Yes,1
CUST0320,20,Male,Married,Student,2312,3652,823,Gold,4,1,730,0,0.2,Yes,1
CUST0321,60,Female,Widowed,Business Owner,194371,32125,319,Silver,20,5,22166,5,0.69,Yes,4
CUST0322,59,Female,Married,Government Employee,48694,19654,580,Silver,15,3,11988,8,0.61,Yes,5
CUST0323,53,Male,Widowed,Private Sector Employee,73191,13396,711,Gold,7,5,4286,0,0.32,Yes,4
CUST0324,35,Male,Married,Executive,197408,29231,509,Silver,2,5,25723,9,0.88,No,3
CUST0325,49,Male,Single,Executive,217553,65060,367,Silver,15,1,54650,10,0.84,No,5
CUST0326,58,Female,Widowed,Private Sector Employee,54998,8767,715,Gold,17,1,3506,1,0.4,Yes,3
CUST0327,53,Male,Divorced,Private Sector Employee,91449,11094,375,Silver,12,5,9873,10,0.89,Yes,3
CUST0328,32,Male,Single,Private Sector Employee,67678,5498,624,Gold,20,3,2529,2,0.46,Yes,4
CUST0329,23,Male,Married,Student,435,2585,553,Silver,1,1,1551,10,0.6,Yes,2
CUST0330,35,Female,Single,Private Sector Employee,77394,14683,346,Silver,9,2,9837,7,0.67,Yes,3
CUST0331,55,Female,Divorced,Executive,235794,72681,417,Silver,13,2,60325,3,0.83,Yes,5
CUST0332,22,Female,Divorced,Student,3436,3303,825,Gold,3,1,1519,1,0.46,Yes,3
CUST0333,30,Male,Single,Government Employee,60937,12999,365,Silver,11,2,8319,10,0.64,No,1
CUST0334,32,Male,Single,Private Sector Employee,48802,17028,546,Silver,4,1,8684,10,0.51,Yes,1
CUST0335,45,Female,Married,Private Sector Employee,77719,9688,483,Silver,1,4,6394,8,0.66,Yes,4
CUST0336,38,Female,Divorced,Private Sector Employee,51786,12780,341,Silver,7,4,10990,10,0.86,Yes,4
CUST0337,49,Male,Single,Private Sector Employee,34094,8209,623,Gold,16,2,2626,1,0.32,No,2
CUST0338,51,Female,Widowed,Government Employee,60313,13364,725,Gold,18,4,1737,1,0.13,Yes,1
CUST0339,57,Male,Divorced,Business Owner,64883,47827,732,Platinum,5,1,16739,1,0.35,Yes,2
CUST0340,50,Male,Married,Government Employee,53938,16684,322,Silver,6,5,13013,4,0.78,Yes,1
CUST0341,27,Male,Divorced,Government Employee,62333,12835,531,Silver,16,3,6545,5,0.51,Yes,4
CUST0342,23,Male,Widowed,Student,447,4983,631,Gold,2,2,1943,2,0.39,Yes,1
CUST0343,39,Male,Widowed,Executive,116535,65240,657,Platinum,4,1,39144,2,0.6,Yes,5
CUST0344,59,Male,Widowed,Private Sector Employee,82299,9033,403,Silver,3,3,4606,10,0.51,Yes,3
CUST0345,61,Male,Single,Business Owner,158503,23508,443,Silver,7,1,11989,4,0.51,No,5
CUST0346,44,Female,Widowed,Private Sector Employee,59908,10216,471,Silver,20,4,8785,4,0.86,No,2
CUST0347,34,Male,Widowed,Government Employee,29226,15624,483,Silver,15,5,9218,7,0.59,Yes,5
CUST0348,58,Male,Widowed,Private Sector Employee,70854,6907,383,Silver,2,3,4075,9,0.59,Yes,4
CUST0349,56,Female,Married,Executive,201499,67563,742,Platinum,13,4,10134,0,0.15,Yes,2
CUST0350,46,Male,Widowed,Executive,215011,30702,761,Diamond,9,3,11052,0,0.36,No,3
CUST0351,65,Female,Widowed,Executive,140070,74000,472,Silver,15,4,66600,9,0.9,Yes,4
CUST0352,20,Male,Married,Student,546,3532,449,Silver,4,1,2401,3,0.68,Yes,2
CUST0353,54,Male,Divorced,Private Sector Employee,87746,5162,491,Silver,15,4,3045,6,0.59,Yes,3
CUST0354,44,Female,Widowed,Executive,175035,39532,501,Silver,6,5,32811,7,0.83,Yes,5
CUST0355,50,Female,Divorced,Business Owner,173204,32903,489,Silver,6,1,18425,9,0.56,No,4
CUST0356,32,Male,Married,Business Owner,146606,30632,576,Silver,16,1,26649,10,0.87,Yes,2
CUST0357,38,Female,Widowed,Government Employee,26068,10831,574,Silver,5,4,8448,5,0.78,Yes,4
CUST0358,63,Female,Divorced,Executive,98007,60138,361,Silver,6,2,38488,9,0.64,Yes,4
CUST0359,46,Male,Single,Executive,98541,21807,636,Gold,14,3,13302,1,0.61,Yes,1
CUST0360,40,Male,Married,Business Owner,92905,19513,363,Silver,7,5,14439,4,0.74,Yes,1
CUST0361,44,Male,Divorced,Private Sector Employee,61557,6282,316,Silver,10,3,5151,10,0.82,Yes,2
CUST0362,59,Female,Divorced,Government Employee,25609,16522,327,Silver,9,4,13052,6,0.79,Yes,2
CUST0363,37,Male,Divorced,Executive,116182,72206,573,Silver,2,2,39713,3,0.55,Yes,4
CUST0364,23,Male,Single,Student,1284,1888,354,Silver,3,1,1113,7,0.59,No,1
CUST0365,55,Female,Married,Executive,211133,70591,730,Platinum,4,3,20471,0,0.29,Yes,4
CUST0366,36,Male,Divorced,Government Employee,28105,11853,644,Gold,19,5,6045,2,0.51,Yes,5
CUST0367,54,Female,Single,Executive,140243,31390,544,Silver,17,4,26367,3,0.84,Yes,1
CUST0368,43,Male,Divorced,Private Sector Employee,72494,6221,745,Gold,10,4,808,0,0.13,No,1
CUST0369,41,Male,Widowed,Private Sector Employee,41180,6538,654,Gold,20,1,3072,1,0.47,Yes,4
CUST0370,39,Male,Married,Business Owner,88617,20800,336,Silver,15,2,13312,9,0.64,Yes,4
CUST0371,37,Female,Widowed,Business Owner,171404,35517,831,Diamond,7,3,6037,0,0.17,Yes,1
CUST0372,33,Female,Married,Private Sector Employee,31654,12957,420,Silver,6,4,10106,8,0.78,Yes,3
CUST0373,29,Female,Single,Government Employee,63692,13187,737,Gold,5,1,2637,0,0.2,Yes,3
CUST0374,18,Male,Single,Student,947,3971,773,Gold,1,1,1151,0,0.29,Yes,5
CUST0375,21,Female,Single,Student,2968,3674,538,Silver,5,1,1837,7,0.5,No,5
CUST0376,34,Male,Married,Business Owner,158919,12066,496,Silver,10,4,10135,5,0.84,Yes,3
CUST0377,40,Female,Married,Executive,245449,38360,307,Silver,11,2,19947,3,0.52,No,2
CUST0378,44,Male,Married,Business Owner,52162,38663,667,Platinum,18,3,25517,2,0.66,Yes,5
CUST0379,25,Male,Married,Student,2108,4698,329,Silver,1,2,3476,4,0.74,No,5
CUST0380,33,Male,Widowed,Private Sector Employee,92102,8966,645,Gold,16,3,4214,3,0.47,Yes,5
CUST0381,29,Female,Married,Private Sector Employee,34479,17157,717,Gold,19,5,6691,1,0.39,No,5
CUST0382,59,Male,Single,Government Employee,70735,13025,744,Gold,9,3,4298,1,0.33,Yes,1
CUST0383,18,Male,Single,Student,864,1889,402,Silver,2,2,1341,3,0.71,Yes,2
CUST0384,23,Male,Divorced,Student,1119,1536,757,Gold,3,2,675,0,0.44,Yes,1
CUST0385,42,Female,Divorced,Government Employee,55223,19097,496,Silver,15,2,11458,8,0.6,Yes,5
CUST0386,47,Male,Married,Government Employee,39975,11013,588,Silver,5,1,7048,10,0.64,Yes,1
CUST0387,39,Male,Widowed,Private Sector Employee,84074,9462,554,Silver,12,3,5393,10,0.57,No,5
CUST0388,40,Male,Divorced,Business Owner,117107,31748,436,Silver,2,5,26985,9,0.85,Yes,5
CUST0389,42,Male,Married,Government Employee,78863,13514,578,Silver,19,2,9865,9,0.73,Yes,1
CUST0390,42,Male,Widowed,Government Employee,48216,11732,589,Silver,4,1,9854,3,0.84,Yes,5
CUST0391,44,Male,Widowed,Executive,94069,35054,328,Silver,4,1,18929,6,0.54,Yes,3
CUST0392,21,Female,Married,Student,2919,2152,758,Gold,5,2,1032,0,0.48,Yes,4
CUST0393,25,Female,Married,Student,57,1685,787,Gold,3,2,808,1,0.48,Yes,4
CUST0394,38,Female,Married,Business Owner,193639,15843,326,Silver,20,2,10297,8,0.65,Yes,5
CUST0395,43,Male,Divorced,Government Employee,50897,12266,517,Silver,19,4,6255,6,0.51,No,2
CUST0396,43,Female,Married,Business Owner,80917,47812,722,Platinum,12,2,12909,1,0.27,Yes,4
CUST0397,49,Male,Married,Executive,204676,74077,790,Diamond,8,4,31112,1,0.42,Yes,3
CUST0398,42,Male,Single,Government Employee,52472,9714,463,Silver,10,2,5051,10,0.52,Yes,5
CUST0399,37,Female,Widowed,Government Employee,61032,11235,615,Gold,3,3,3595,2,0.32,Yes,2
CUST0400,43,Male,Single,Government Employee,74500,18025,680,Gold,9,5,8291,3,0.46,Yes,1
CUST0401,50,Female,Divorced,Business Owner,104372,28122,566,Silver,7,1,18841,6,0.67,Yes,5
CUST0402,38,Male,Married,Government Employee,78235,14304,824,Gold,15,1,2002,1,0.14,Yes,3
CUST0403,61,Male,Divorced,Executive,99388,40306,703,Platinum,20,5,10882,0,0.27,No,1
CUST0404,48,Male,Married,Executive,179947,30443,303,Silver,8,1,15830,7,0.52,Yes,5
CUST0405,65,Female,Divorced,Business Owner,79668,24140,849,Platinum,10,4,11828,0,0.49,Yes,1
CUST0406,27,Male,Widowed,Government Employee,43491,13871,444,Silver,2,4,8322,10,0.6,No,2
CUST0407,57,Male,Single,Executive,247090,48108,380,Silver,13,5,28383,4,0.59,Yes,5
CUST0408,42,Male,Divorced,Executive,249562,26460,450,Silver,6,2,14817,9,0.56,Yes,5
CUST0409,38,Male,Divorced,Executive,100663,52863,702,Platinum,8,3,22731,1,0.43,No,5
CUST0410,20,Male,Divorced,Student,2736,1906,781,Gold,1,2,438,1,0.23,No,4
CUST0411,26,Male,Widowed,Private Sector Employee,93323,16444,448,Silver,13,5,14635,3,0.89,Yes,2
CUST0412,44,Female,Divorced,Executive,116450,64107,507,Silver,10,1,40387,4,0.63,Yes,2
CUST0413,49,Male,Single,Executive,155869,54405,332,Silver,3,4,40259,8,0.74,Yes,3
CUST0414,50,Female,Single,Business Owner,124917,47555,407,Silver,3,3,35666,3,0.75,No,2
CUST0415,39,Male,Single,Business Owner,157369,22664,358,Silver,19,5,19717,4,0.87,Yes,1
CUST0416,46,Female,Widowed,Executive,195822,38466,578,Silver,1,4,24233,7,0.63,Yes,1
CUST0417,33,Female,Divorced,Business Owner,74655,33782,407,Silver,19,4,18917,4,0.56,Yes,5
CUST0418,32,Female,Widowed,Government Employee,54774,10429,583,Silver,7,3,6778,9,0.65,Yes,2
CUST0419,22,Female,Divorced,Student,616,2734,579,Silver,1,1,1831,7,0.67,No,4
CUST0420,57,Male,Widowed,Executive,206516,23062,420,Silver,10,3,15220,6,0.66,Yes,3
CUST0421,54,Male,Divorced,Private Sector Employee,82820,19373,671,Gold,11,3,10655,2,0.55,No,1
CUST0422,31,Male,Married,Business Owner,154493,39491,407,Silver,1,5,30013,4,0.76,No,3
CUST0423,58,Male,Divorced,Government Employee,68844,12590,321,Silver,10,4,7302,4,0.58,No,2
CUST0424,36,Male,Single,Executive,199158,21024,459,Silver,8,1,11773,8,0.56,No,4
CUST0425,22,Female,Widowed,Student,1933,2068,676,Gold,3,2,951,3,0.46,Yes,4
CUST0426,24,Male,Married,Private Sector Employee,92233,18658,500,Silver,1,1,10448,3,0.56,Yes,1
CUST0427,50,Male,Widowed,Private Sector Employee,45951,11562,334,Silver,4,1,10290,8,0.89,No,2
CUST0428,35,Female,Married,Government Employee,75328,13918,781,Gold,7,2,5706,0,0.41,Yes,3
CUST0429,48,Female,Married,Business Owner,65001,24811,784,Platinum,16,3,10172,0,0.41,Yes,3
CUST0430,19,Female,Divorced,Student,2324,2566,338,Silver,2,2,1796,9,0.7,Yes,2
CUST0431,62,Female,Single,Business Owner,174102,28822,634,Gold,15,2,8934,2,0.31,Yes,2
CUST0432,20,Female,Married,Student,603,4196,598,Silver,5,2,3272,4,0.78,No,3
CUST0433,39,Male,Widowed,Executive,168456,69665,308,Silver,13,5,53642,4,0.77,Yes,2
CUST0434,62,Female,Widowed,Business Owner,58096,23630,548,Silver,4,1,17013,6,0.72,Yes,3
CUST0435,46,Female,Divorced,Private Sector Employee,62181,14550,410,Silver,3,1,9166,4,0.63,Yes,1
CUST0436,21,Female,Widowed,Student,1632,2224,455,Silver,2,2,1912,10,0.86,Yes,2
CUST0437,45,Male,Single,Business Owner,197016,38604,813,Diamond,18,2,16599,1,0.43,Yes,5
CUST0438,65,Female,Divorced,Executive,226878,72305,814,Diamond,9,5,22414,1,0.31,Yes,4
CUST0439,44,Male,Widowed,Executive,95886,42240,323,Silver,20,3,37593,5,0.89,No,2
CUST0440,59,Male,Divorced,Private Sector Employee,66612,12197,423,Silver,7,4,9879,6,0.81,Yes,2
CUST0441,60,Male,Married,Private Sector Employee,93452,5100,481,Silver,16,2,3570,9,0.7,Yes,3
CUST0442,33,Female,Married,Government Employee,60848,5342,608,Gold,5,1,1602,3,0.3,Yes,1
CUST0443,54,Female,Married,Government Employee,25136,19546,364,Silver,4,3,14073,10,0.72,Yes,2
CUST0444,21,Female,Widowed,Student,773,1036,326,Silver,1,2,870,3,0.84,Yes,5
CUST0445,31,Male,Married,Business Owner,171664,43130,306,Silver,16,4,34504,7,0.8,Yes,3
CUST0446,19,Female,Widowed,Student,1026,2584,341,Silver,5,1,2170,7,0.84,Yes,3
CUST0447,20,Female,Divorced,Student,4301,4135,564,Silver,3,1,3680,6,0.89,Yes,4
CUST0448,20,Male,Single,Student,1853,1231,815,Gold,2,1,443,0,0.36,Yes,4
CUST0449,37,Female,Divorced,Business Owner,165885,19606,536,Silver,14,5,10783,4,0.55,No,5
CUST0450,60,Female,Divorced,Government Employee,50358,7378,362,Silver,17,2,5607,10,0.76,Yes,4
CUST0451,46,Male,Single,Executive,135782,40218,575,Silver,8,4,33380,10,0.83,Yes,4
CUST0452,64,Female,Married,Executive,135775,24719,572,Silver,13,4,19775,9,0.8,Yes,5
CUST0453,60,Male,Married,Government Employee,63353,19224,658,Gold,7,3,9612,2,0.5,Yes,1
CUST0454,62,Male,Widowed,Executive,221550,42905,771,Diamond,1,2,17591,0,0.41,No,2
CUST0455,45,Female,Widowed,Business Owner,85237,14082,583,Silver,1,5,10420,4,0.74,No,4
CUST0456,34,Female,Widowed,Business Owner,126267,48403,359,Silver,19,4,34366,6,0.71,No,3
CUST0457,42,Female,Divorced,Government Employee,35530,13366,750,Gold,14,3,6415,1,0.48,No,4
CUST0458,18,Male,Single,Student,3390,4965,813,Gold,4,1,2035,1,0.41,No,5
CUST0459,40,Male,Divorced,Executive,210349,33548,629,Gold,2,3,21470,2,0.64,Yes,4
CUST0460,40,Female,Divorced,Government Employee,30958,16475,782,Gold,6,4,7743,1,0.47,No,5
CUST0461,64,Female,Single,Business Owner,59345,18851,743,Gold,14,4,9048,0,0.48,Yes,5
CUST0462,24,Female,Divorced,Student,1819,2950,643,Gold,3,2,1032,2,0.35,Yes,2
CUST0463,46,Female,Single,Private Sector Employee,76630,19428,654,Gold,1,4,7576,2,0.39,Yes,2
CUST0464,53,Male,Married,Business Owner,75774,28703,773,Platinum,12,1,5453,0,0.19,No,3
CUST0465,56,Male,Widowed,Executive,137999,62232,804,Diamond,9,4,18047,0,0.29,Yes,2
CUST0466,24,Male,Widowed,Student,1232,1080,452,Silver,5,1,777,6,0.72,No,4
CUST0467,53,Male,Divorced,Business Owner,155104,40633,363,Silver,8,4,28443,4,0.7,Yes,3
CUST0468,63,Female,Married,Executive,240979,23521,824,Platinum,12,3,10584,1,0.45,Yes,3
CUST0469,31,Male,Single,Government Employee,76004,6849,491,Silver,17,5,3698,4,0.54,Yes,4
CUST0470,38,Female,Divorced,Executive,222742,48853,367,Silver,9,3,28334,5,0.58,Yes,1
CUST0471,37,Female,Married,Business Owner,57152,41757,466,Silver,12,4,34658,4,0.83,Yes,2
CUST0472,58,Male,Single,Executive,208140,50656,723,Platinum,12,1,22288,1,0.44,No,3
CUST0473,56,Male,Widowed,Executive,235194,65776,405,Silver,6,5,43412,3,0.66,Yes,1
CUST0474,25,Male,Widowed,Student,2359,1623,370,Silver,4,1,925,3,0.57,Yes,2
CUST0475,41,Male,Single,Business Owner,113831,27176,626,Gold,3,4,11142,3,0.41,Yes,5
CUST0476,46,Female,Single,Government Employee,54512,19143,579,Silver,10,5,12251,8,0.64,Yes,4
CUST0477,28,Male,Widowed,Private Sector Employee,85185,19416,408,Silver,18,1,13979,7,0.72,No,1
CUST0478,18,Female,Widowed,Student,3364,3377,581,Silver,1,1,2600,5,0.77,No,5
CUST0479,46,Female,Widowed,Executive,166794,59701,318,Silver,12,4,53730,4,0.9,Yes,4
CUST0480,30,Female,Married,Government Employee,69542,17040,496,Silver,14,1,14824,4,0.87,Yes,3
CUST0481,22,Female,Single,Private Sector Employee,33578,15538,402,Silver,2,2,8235,6,0.53,Yes,4
CUST0482,63,Male,Divorced,Business Owner,185951,49708,365,Silver,11,5,38772,5,0.78,Yes,2
CUST0483,38,Female,Single,Executive,244642,74881,342,Silver,1,1,38189,8,0.51,No,5
CUST0484,36,Female,Single,Government Employee,42268,14674,364,Silver,13,4,8364,9,0.57,No,3
CUST0485,52,Male,Divorced,Private Sector Employee,99448,18961,336,Silver,10,2,11566,9,0.61,Yes,5
CUST0486,27,Female,Married,Government Employee,41864,10320,352,Silver,11,3,6811,4,0.66,Yes,5
CUST0487,54,Female,Widowed,Private Sector Employee,50685,7430,529,Silver,16,5,4606,5,0.62,Yes,3
CUST0488,19,Male,Widowed,Student,323,2354,727,Gold,1,1,400,1,0.17,No,1
CUST0489,23,Male,Single,Student,3673,4488,308,Silver,3,1,3321,7,0.74,No,3
CUST0490,64,Male,Divorced,Business Owner,169699,13249,832,Gold,4,5,6094,1,0.46,Yes,1
CUST0491,41,Male,Widowed,Executive,241423,70451,823,Diamond,1,2,13385,1,0.19,Yes,5
CUST0492,55,Male,Divorced,Executive,144153,61585,584,Silver,9,5,52963,3,0.86,Yes,2
CUST0493,23,Male,Single,Student,3794,1974,692,Gold,1,1,829,3,0.42,Yes,2
CUST0494,37,Male,Married,Private Sector Employee,90922,19829,516,Silver,16,1,17647,7,0.89,Yes,4
CUST0495,18,Female,Single,Student,4361,4875,387,Silver,2,2,2778,10,0.57,Yes,4
CUST0496,43,Male,Divorced,Private Sector Employee,96075,19558,693,Gold,7,3,11734,3,0.6,Yes,4
CUST0497,45,Female,Widowed,Business Owner,154564,43963,504,Silver,5,4,31653,5,0.72,No,2
CUST0498,50,Female,Widowed,Business Owner,60383,16203,377,Silver,8,1,10045,10,0.62,Yes,2
CUST0499,34,Female,Widowed,Private Sector Employee,80762,15581,764,Gold,9,1,6232,0,0.4,Yes,4
CUST0500,43,Male,Divorced,Business Owner,106185,21798,324,Silver,16,2,16566,10,0.76,Yes,5
CUST0501,56,Male,Single,Executive,174285,42152,494,Silver,12,3,37093,5,0.88,No,1
CUST0502,47,Female,Widowed,Private Sector Employee,32479,6681,685,Gold,4,3,2405,1,0.36,Yes,4
CUST0503,46,Male,Widowed,Government Employee,38487,16689,695,Gold,2,5,5841,1,0.35,Yes,2
CUST0504,20,Male,Married,Student,4146,4889,349,Silver,1,1,2542,4,0.52,Yes,1
CUST0505,32,Female,Married,Business Owner,112205,14979,576,Silver,20,3,9436,6,0.63,Yes,3
CUST0506,27,Male,Married,Government Employee,66094,17704,823,Gold,2,1,1947,1,0.11,Yes,1
CUST0507,21,Male,Divorced,Student,2098,2542,845,Gold,2,1,762,1,0.3,Yes,2
CUST0508,53,Male,Divorced,Executive,208241,33201,342,Silver,8,4,24900,7,0.75,Yes,1
CUST0509,24,Male,Divorced,Student,4723,2045,308,Silver,4,1,1574,4,0.77,Yes,5
CUST0510,63,Female,Single,Business Owner,196181,20524,397,Silver,16,3,17240,8,0.84,No,4
CUST0511,38,Female,Divorced,Business Owner,158681,26983,302,Silver,11,3,23475,4,0.87,Yes,4
CUST0512,21,Female,Married,Student,1788,4646,691,Gold,3,1,3252,2,0.7,Yes,3
CUST0513,48,Male,Married,Private Sector Employee,98995,15508,827,Gold,14,5,6978,0,0.45,No,5
CUST0514,23,Male,Divorced,Student,2054,1289,499,Silver,1,2,747,5,0.58,Yes,3
CUST0515,49,Male,Divorced,Private Sector Employee,75086,12930,374,Silver,20,4,11378,6,0.88,Yes,4
CUST0516,57,Male,Divorced,Government Employee,50568,10354,306,Silver,2,1,8800,7,0.85,No,2
CUST0517,25,Male,Widowed,Student,990,1134,361,Silver,3,1,986,8,0.87,Yes,2
CUST0518,58,Male,Single,Business Owner,114976,35467,516,Silver,8,5,19506,8,0.55,Yes,5
CUST0519,19,Female,Widowed,Student,2869,1301,689,Gold,4,2,481,1,0.37,Yes,4
CUST0520,25,Male,Widowed,Student,2747,4688,615,Gold,5,2,3094,3,0.66,No,3
CUST0521,41,Female,Married,Private Sector Employee,61791,6424,748,Gold,20,3,3083,0,0.48,Yes,4
CUST0522,42,Male,Married,Executive,239309,45758,445,Silver,19,4,23336,6,0.51,Yes,4
CUST0523,37,Female,Divorced,Government Employee,33192,8911,775,Gold,2,5,3831,1,0.43,Yes,2
CUST0524,47,Female,Widowed,Business Owner,120452,40693,491,Silver,19,1,35402,4,0.87,No,3
CUST0525,44,Female,Single,Business Owner,170069,28373,355,Silver,18,2,17591,9,0.62,Yes,2
CUST0526,53,Female,Single,Private Sector Employee,84086,15177,760,Gold,3,3,3187,0,0.21,Yes,4
CUST0527,50,Male,Married,Private Sector Employee,68549,19327,373,Silver,14,3,11209,7,0.58,No,1
CUST0528,53,Female,Single,Business Owner,124943,24867,634,Gold,14,3,12433,2,0.5,No,1
CUST0529,40,Female,Divorced,Private Sector Employee,82824,14415,805,Gold,9,3,6342,1,0.44,Yes,1
CUST0530,37,Female,Widowed,Business Owner,125953,33678,645,Gold,12,2,13807,1,0.41,No,4
CUST0531,62,Female,Divorced,Executive,145737,36611,385,Silver,1,4,25627,9,0.7,No,3
CUST0532,26,Male,Divorced,Private Sector Employee,38466,11267,760,Gold,5,2,2140,0,0.19,No,2
CUST0533,57,Female,Divorced,Executive,200025,27313,828,Platinum,18,2,9286,0,0.34,No,3
CUST0534,38,Male,Widowed,Government Employee,49598,9801,748,Gold,4,5,2646,1,0.27,Yes,1
CUST0535,40,Female,Single,Business Owner,120622,45682,402,Silver,10,1,22841,3,0.5,Yes,3
CUST0536,24,Male,Widowed,Student,2813,1525,595,Silver,3,2,899,4,0.59,No,2
CUST0537,21,Female,Widowed,Student,4910,2126,753,Gold,2,2,807,0,0.38,No,5
CUST0538,46,Female,Married,Private Sector Employee,97374,12742,374,Silver,7,4,6880,9,0.54,Yes,3
CUST0539,21,Female,Divorced,Student,2676,1192,308,Silver,3,2,953,8,0.8,No,2
